gene	gene_name	zscore	effect_size	pvalue	var_g	pred_perf_r2	pred_perf_pval	pred_perf_qval	n_snps_used	n_snps_in_cov	n_snps_in_model	CHR	POS							
ENSG00000006282	SPATA20	2.284482397	0.005240909	0.022343196	0.529496225	0.704544473	5.12E-179	7.32E-176	61	66	66	17	48620419							
ENSG00000232229	LINC00865	2.284260538	0.019986667	0.022356224	0.04068886	0.070737688	2.60E-12	1.17E-11	6	6	6	10	91589267							
ENSG00000145214	DGKQ	2.283841236	0.005068393	0.022380863	0.562166564	0.627136045	3.08E-145	9.96E-143	47	49	49	4	952675							
ENSG00000117054	ACADM	2.282345657	0.013577909	0.022468941	0.075924522	0.172436014	2.59E-29	2.53E-28	21	26	26	1	76190032							
ENSG00000261253	AC137932.2	2.279904812	0.038099337	0.022613335	0.010341131	0.024024194	5.60E-05	0.000152984	3	3	3	16	89387541							
ENSG00000182952	HMGN4	2.278968975	0.007842645	0.02266891	0.243462579	0.297644169	3.17E-53	7.04E-52	27	28	28	6	26538633							
ENSG00000169629	RGPD8	-2.277894506	-0.00976563	0.022732864	0.167775252	0.375968584	1.99E-70	7.47E-69	19	22	22	2	113127669							
ENSG00000273033	LINC02035	-2.277230793	-0.029862488	0.022772447	0.0176349	0.041470711	1.05E-07	3.58E-07	15	15	15	3	122605788							
ENSG00000179715	PCED1B	2.275100515	0.016395679	0.022899901	0.058916718	0.090451986	1.79E-15	9.56E-15	26	26	26	12	47473386							
ENSG00000106948	AKNA	-2.274839868	-0.024829357	0.022915538	0.024655194	0.035011627	1.07E-06	3.38E-06	25	27	27	9	117096436							
ENSG00000018280	SLC11A1	-2.274577702	-0.011509246	0.022931275	0.10492163	0.179105465	1.71E-30	1.76E-29	6	6	6	2	219246752							
ENSG00000242247	ARFGAP3	-2.274469694	-0.01767481	0.022937761	0.047819463	0.123334298	7.01E-21	4.90E-20	8	10	10	22	43192508							
ENSG00000164048	ZNF589	2.273725898	0.006412222	0.022982472	0.352177352	0.370453177	3.80E-69	1.35E-67	47	50	50	3	48282590							
ENSG00000141391	PRELID3A	2.273112262	0.04079318	0.023019416	0.00928822	0.024009534	5.63E-05	0.000153772	8	8	8	18	12407895							
ENSG00000162512	SDC3	-2.272596457	-0.042637574	0.023050509	0.008230895	0.018187603	0.00046476	0.001155598	9	9	9	1	31342314							
ENSG00000131634	TMEM204	2.272395693	0.006677058	0.023062622	0.347297833	0.422887064	8.64E-82	4.63E-80	46	49	49	16	1578689							
ENSG00000228594	FNDC10	-2.271954292	-0.02760283	0.023089271	0.018600867	0.031006883	4.53E-06	1.36E-05	14	14	14	1	1533392							
ENSG00000129055	ANAPC13	2.269601486	0.008488452	0.023231773	0.207947075	0.340115792	2.66E-62	7.74E-61	38	42	42	3	134196548							
ENSG00000188026	RILPL1	2.268550101	0.014454654	0.023295699	0.082645979	0.120081855	2.45E-20	1.67E-19	27	28	28	12	123954601							
ENSG00000172113	NME6	-2.267865993	-0.009973462	0.023337376	0.143402337	0.188271304	3.91E-32	4.30E-31	11	11	11	3	48334754							
ENSG00000144827	ABHD10	2.266207642	0.014373334	0.023438673	0.068164578	0.091062227	1.43E-15	7.64E-15	25	25	25	3	111697857							
ENSG00000164251	F2RL1	-2.264685804	-0.008430946	0.023531967	0.210506459	0.419494068	6.15E-81	3.19E-79	14	15	15	5	76114758							
ENSG00000215067	ALOX12-AS1	-2.26371859	-0.022605748	0.023591428	0.030707827	0.068859852	5.17E-12	2.29E-11	7	7	7	17	6779954							
ENSG00000054282	SDCCAG8	2.262230211	0.014661366	0.023683184	0.071332377	0.283991558	2.01E-50	4.14E-49	7	9	9	1	243419336							
ENSG00000197353	LYPD2	2.259269473	0.055302226	0.023866628	0.004613432	0.016301073	0.000925667	0.002224844	4	4	4	8	143831568							
ENSG00000187726	DNAJB13	-2.259105554	-0.051738439	0.02387682	0.006513692	0.013446644	0.002646364	0.006046968	2	2	2	11	73661364							
ENSG00000233806	LINC01237	-2.258617935	-0.034018858	0.023907161	0.01323594	0.1623868	1.50E-27	1.38E-26	6	12	12	2	242823514							
ENSG00000088899	LZTS3	2.257083035	0.037051422	0.024002887	0.011137938	0.012051191	0.004443551	0.009864396	16	17	17	20	3143263							
ENSG00000143067	ZNF697	2.25622077	0.024796041	0.024056808	0.02061279	0.043605225	4.89E-08	1.69E-07	8	9	9	1	120162045							
ENSG00000136193	SCRN1	-2.255875417	-0.01472225	0.024078434	0.067027069	0.065283471	1.91E-11	8.22E-11	34	34	34	7	29959719							
ENSG00000132436	FIGNL1	-2.255726897	-0.014040413	0.02408774	0.077171174	0.143543636	2.70E-24	2.19E-23	11	13	13	7	50511826							
ENSG00000137869	CYP19A1	2.255488846	0.012109471	0.024102662	0.087381253	0.132847014	1.77E-22	1.33E-21	14	14	14	15	51500254							
ENSG00000049245	VAMP3	-2.255116513	-0.010042248	0.024126016	0.141665629	0.196607944	1.22E-33	1.41E-32	27	29	29	1	7831329							
ENSG00000236756	DNAJC9-AS1	-2.255090252	-0.035751729	0.024127664	0.012711862	0.011632719	0.005194744	0.01142404	15	17	17	10	75007118							
ENSG00000184470	TXNRD2	2.25456658	0.014927669	0.024160547	0.07286056	0.042679369	6.82E-08	2.34E-07	66	74	74	22	19863040							
ENSG00000263753	LINC00667	2.254548612	0.010072203	0.024161676	0.154706104	0.230400445	6.58E-40	9.52E-39	26	26	26	18	5237825							
ENSG00000273448	AC006480.2	2.251600898	0.039421316	0.024347504	0.00966566	0.066098934	1.42E-11	6.14E-11	7	8	8	7	66798034							
ENSG00000162736	NCSTN	-2.250346407	-0.007144515	0.024426964	0.283568707	0.373290803	8.36E-70	3.06E-68	25	26	26	1	160313062							
ENSG00000178397	FAM220A	-2.248548307	-0.016541046	0.024541248	0.052819243	0.10585972	5.51E-18	3.37E-17	7	7	7	7	6369040							
ENSG00000088002	SULT2B1	-2.247898012	-0.103544055	0.024582694	0.001290151	0.076953876	2.65E-13	1.27E-12	11	13	13	19	49055332							
ENSG00000170242	USP47	2.247014356	0.019755786	0.02463911	0.037117773	0.084092933	1.90E-14	9.62E-14	14	14	14	11	11862970							
ENSG00000172638	EFEMP2	-2.245681276	-0.011674895	0.02472443	0.086965665	0.090569572	1.71E-15	9.15E-15	24	24	24	11	65633912							
ENSG00000263235	AC006111.2	2.245527986	0.039442822	0.024734258	0.009062116	0.0235391	6.68E-05	0.000181176	4	4	4	16	3700637							
ENSG00000141452	RMC1	-2.245319207	-0.018947865	0.024747648	0.037790918	0.074032168	7.76E-13	3.60E-12	24	26	26	NA	NA							
ENSG00000135968	GCC2	2.245264638	0.008999258	0.024751149	0.171348721	0.474130646	2.65E-95	2.08E-93	17	20	20	2	109065017							
ENSG00000107679	PLEKHA1	2.244983496	0.024904919	0.024769192	0.022992029	0.054900153	8.29E-10	3.25E-09	8	9	9	10	124134212							
ENSG00000139178	C1RL	2.244063265	0.021164167	0.024828331	0.031200398	0.033285819	2.00E-06	6.15E-06	29	30	30	12	7242183							
ENSG00000247157	LINC01252	2.242955965	0.016464327	0.024899654	0.05596901	0.304974351	9.42E-55	2.21E-53	18	24	24	12	11700964							
ENSG00000073578	SDHA	-2.242468166	-0.010243957	0.024931131	0.17593119	0.209673102	4.94E-36	6.25E-35	26	29	29	5	218356							
ENSG00000245017	LINC02453	2.241523689	0.048049872	0.024992173	0.007470782	0.01894091	0.000353289	0.000892145	3	4	4	12	98879322							
ENSG00000276488	AC008735.4	2.241422062	0.051619131	0.024998749	0.005341611	0.020010171	0.00023955	0.000615806	6	6	6	19	56123856							
ENSG00000137842	TMEM62	2.239458117	0.026384255	0.025126124	0.025968551	0.011854738	0.004781388	0.010574674	29	31	31	15	43415477							
ENSG00000272505	AC104964.4	2.238177264	0.01094587	0.025209498	0.096915012	0.096912865	1.60E-16	9.02E-16	45	46	46	NA	NA							
ENSG00000006194	ZNF263	-2.238167791	-0.026600478	0.025210115	0.021323047	0.053071069	1.61E-09	6.17E-09	6	6	6	16	3313800							
ENSG00000197375	SLC22A5	-2.23789322	-0.009573306	0.025228019	0.164340022	0.213031336	1.18E-36	1.54E-35	21	21	21	5	131705444							
ENSG00000122376	SHLD2	2.23778616	0.04047721	0.025235003	0.00973199	0.013738349	0.002375707	0.005463456	17	17	17	NA	NA							
ENSG00000166073	GPR176	-2.236866933	-0.040251736	0.025295038	0.008540382	0.011819252	0.004845139	0.010701866	13	13	13	15	40091233							
ENSG00000159322	ADPGK	-2.236651105	-0.039553638	0.025309152	0.009674027	0.012168533	0.004253427	0.009460702	7	7	7	15	73043710							
ENSG00000183474	GTF2H2C	-2.236263358	-0.027143784	0.025334525	0.020596277	0.158689928	6.62E-27	5.93E-26	5	8	8	5	68856035							
ENSG00000245532	NEAT1	-2.236209473	-0.02084557	0.025338053	0.044644575	0.06782147	7.55E-12	3.32E-11	10	11	11	11	65190245							
ENSG00000259287	AC010809.1	-2.23552548	-0.04305855	0.025382871	0.009392964	0.018777589	0.000374917	0.000943426	14	15	15	15	34150803							
ENSG00000135378	PRRG4	-2.234617787	-0.024362284	0.025442452	0.023092672	0.056897009	4.02E-10	1.61E-09	3	3	3	11	32851489							
ENSG00000110107	PRPF19	-2.23357018	-0.026867834	0.025511368	0.019680547	0.026949833	1.95E-05	5.54E-05	18	20	20	11	60658202							
ENSG00000137747	TMPRSS13	-2.232824168	-0.042656884	0.025560542	0.007917175	0.018469389	0.000419425	0.001049114	7	7	7	11	117771358							
ENSG00000021852	C8B	2.232036939	0.009072016	0.025612522	0.21186868	0.289958322	1.22E-51	2.59E-50	16	16	16	1	57394883							
ENSG00000037280	FLT4	2.231381377	0.011034565	0.025655877	0.121249296	0.167091811	2.26E-28	2.13E-27	27	27	27	5	180028506							
ENSG00000072682	P4HA2	2.230544859	0.030816948	0.025711293	0.016652122	0.021725312	0.000128646	0.000339931	18	18	18	5	131527531							
ENSG00000162398	LEXM	2.229227569	0.015299103	0.025798767	0.061335359	0.067625512	8.11E-12	3.56E-11	28	28	28	1	55271736							
ENSG00000134184	GSTM1	-2.229089951	-0.00924213	0.02580792	0.197441714	0.352838739	3.91E-65	1.26E-63	69	72	72	1	110230436							
ENSG00000272282	LINC02084	-2.2285411	-0.012138939	0.025844454	0.100505479	0.141059699	7.15E-24	5.69E-23	22	22	22	3	27754401							
ENSG00000254521	SIGLEC12	-2.227862374	-0.005804362	0.025889694	0.439366761	0.551588029	1.90E-118	2.91E-116	38	38	38	19	51994611							
ENSG00000054793	ATP9A	2.22674767	0.008981225	0.025964143	0.1797181	0.267565818	4.04E-47	7.35E-46	24	26	26	20	50213053							
ENSG00000143515	ATP8B2	-2.226617468	-0.022851617	0.025972851	0.02704994	0.043195046	5.67E-08	1.95E-07	6	7	7	1	154298029							
ENSG00000076685	NT5C2	2.2254564	0.025863843	0.026050615	0.023038889	0.034147055	1.47E-06	4.56E-06	17	19	19	10	104847774							
ENSG00000137815	RTF1	2.224405392	0.030447233	0.026121181	0.015538267	0.035689632	8.42E-07	2.67E-06	7	7	7	15	41700606							
ENSG00000278376	AP004609.3	2.223670579	0.013078696	0.026170616	0.072524678	0.135320446	6.75E-23	5.16E-22	23	25	25	11	118661963							
ENSG00000196141	SPATS2L	2.223393423	0.018004177	0.026189283	0.047573306	0.054232241	1.06E-09	4.10E-09	35	41	41	2	201170604							
ENSG00000197147	LRRC8B	-2.221903231	-0.0072111	0.026289846	0.270810813	0.340910974	1.77E-62	5.18E-61	9	9	9	1	89990395							
ENSG00000007520	TSR3	2.221110613	0.024617675	0.02634347	0.023056748	0.011754911	0.004962943	0.010950785	36	40	40	16	1399241							
ENSG00000236935	AP003774.2	2.221077927	0.005982187	0.026345684	0.367455869	0.442354436	8.90E-87	5.35E-85	25	28	28	11	64187863							
ENSG00000151498	ACAD8	2.218238894	0.010259114	0.026538548	0.134752487	0.1993187	3.91E-34	4.64E-33	12	12	12	11	134123389							
ENSG00000114125	RNF7	-2.218212615	-0.042459323	0.026540339	0.008913432	0.025296054	3.54E-05	9.83E-05	4	4	4	3	141457046							
ENSG00000197978	GOLGA6L9	2.217932661	0.068791451	0.026559424	0.003309942	0.014729542	0.001648204	0.003863458	3	4	4	15	82722223							
ENSG00000162434	JAK1	-2.217716353	-0.025994732	0.026574179	0.026865046	0.036186254	7.05E-07	2.24E-06	27	28	28	1	65298912							
ENSG00000175193	PARL	-2.217474449	-0.00919751	0.026590687	0.161616957	0.202804667	9.04E-35	1.10E-33	48	50	50	3	183547059							
ENSG00000118898	PPL	2.216161866	0.050173986	0.026680419	0.005241657	0.011029434	0.006511318	0.014134506	9	9	9	16	4932508							
ENSG00000148481	MINDY3	-2.214171823	-0.02198336	0.026816961	0.032533069	0.064509141	2.53E-11	1.08E-10	6	6	6	10	15820169							
ENSG00000253595	LINC01300	2.213681231	0.009061106	0.026850715	0.178081788	0.287199321	4.47E-51	9.37E-50	12	12	12	8	142350648							
ENSG00000136147	PHF11	2.212212178	0.010844113	0.026952008	0.121640501	0.157465151	1.08E-26	9.61E-26	23	24	24	13	50069746							
ENSG00000103723	AP3B2	-2.212203288	-0.008107578	0.026952622	0.215175014	0.301120624	6.01E-54	1.36E-52	20	23	23	15	83328033							
ENSG00000104964	TLE5	-2.212077289	-0.049381675	0.026961325	0.005872187	0.021512514	0.00013895	0.000365972	5	6	6	NA	NA							
ENSG00000105556	MIER2	2.210485094	0.02053122	0.027071514	0.038431322	0.049598623	5.64E-09	2.08E-08	27	27	27	19	301444							
ENSG00000106400	ZNHIT1	-2.209891556	-0.041955619	0.027112689	0.00960364	0.012280005	0.004080464	0.009097228	12	13	13	7	100860949							
ENSG00000136877	FPGS	2.209832226	0.049010961	0.027116808	0.005225259	0.028749711	1.02E-05	2.97E-05	5	7	7	9	130556876							
ENSG00000146701	MDH2	2.209006097	0.04124148	0.027174217	0.009836277	0.013324757	0.002768515	0.006305918	10	11	11	7	75677369							
ENSG00000247934	AC022364.1	-2.2063934	-0.041411028	0.027356467	0.008339051	0.026196911	2.56E-05	7.19E-05	4	4	4	12	28316231							
ENSG00000213988	ZNF90	-2.206226201	-0.013914795	0.027368166	0.074728421	0.081788779	4.46E-14	2.21E-13	16	16	16	19	20188803							
ENSG00000110906	KCTD10	2.204945389	0.024281071	0.027457927	0.01859503	0.034856031	1.14E-06	3.57E-06	11	11	11	12	109886461							
ENSG00000136286	MYO1G	-2.204314567	-0.013438014	0.027502229	0.0765799	0.104998477	7.63E-18	4.63E-17	27	28	28	7	45002261							
ENSG00000249806	AC139720.1	2.203604213	0.039022325	0.027552191	0.009616703	0.021417551	0.000143811	0.000378254	5	6	6	4	143487172							
ENSG00000117597	UTP25	-2.202509929	-0.010121691	0.027629309	0.134051568	0.19432706	3.16E-33	3.59E-32	16	17	17	NA	NA							
ENSG00000149809	TM7SF2	-2.202035609	-0.027803936	0.027662793	0.017846531	0.026063781	2.69E-05	7.53E-05	15	15	15	11	64879317							
ENSG00000149269	PAK1	2.201906212	0.026296088	0.027671934	0.018880256	0.036185616	7.05E-07	2.24E-06	10	11	11	11	77032752							
ENSG00000172922	RNASEH2C	-2.201531586	-0.01904844	0.027698413	0.033787227	0.094854571	3.46E-16	1.92E-15	34	37	37	11	65482367							
ENSG00000138439	FAM117B	2.201082963	0.014479132	0.027730151	0.065490279	0.281793713	5.62E-50	1.13E-48	10	13	13	2	203499911							
ENSG00000103269	RHBDL1	-2.197739907	-0.017886326	0.027967646	0.05059205	0.071615054	1.88E-12	8.56E-12	25	27	27	16	725666							
ENSG00000105971	CAV2	-2.19770702	-0.03357683	0.027969991	0.012608317	0.018138298	0.000473185	0.001175354	16	17	17	7	115927434							
ENSG00000103199	ZNF500	2.197518915	0.012635813	0.027983407	0.086199005	0.182875195	3.63E-31	3.83E-30	11	11	11	16	4798240							
ENSG00000116014	KISS1R	2.196782297	0.063072144	0.028035998	0.003594314	0.012490952	0.003772431	0.008452238	8	10	10	19	917287							
ENSG00000160439	RDH13	2.195457895	0.006230978	0.028130768	0.366394103	0.542738397	1.31E-115	1.78E-113	51	56	56	19	55550476							
ENSG00000156973	PDE6D	-2.195239923	-0.047800915	0.028146392	0.006144502	0.010368903	0.008347408	0.017889239	8	8	8	2	232597135							
ENSG00000168268	NT5DC2	-2.194983857	-0.010150405	0.028164756	0.136673506	0.193736352	4.04E-33	4.59E-32	16	17	17	3	52558401							
ENSG00000277782	AC068870.2	-2.192630931	-0.026063855	0.028333981	0.022758262	0.062199663	5.86E-11	2.46E-10	5	5	5	15	81291934							
ENSG00000167702	KIFC2	-2.191442432	-0.016135002	0.028419791	0.047014577	0.073904711	8.13E-13	3.77E-12	14	16	16	8	145691426							
ENSG00000059145	UNKL	-2.190552111	-0.015393368	0.02848422	0.04872327	0.07407942	7.63E-13	3.54E-12	13	13	13	16	1413206							
ENSG00000234936	AC010883.1	2.189444062	0.020032297	0.02856458	0.036728769	0.049942866	4.98E-09	1.85E-08	25	25	25	2	43456712							
ENSG00000189298	ZKSCAN3	2.18835774	0.034771627	0.028643554	0.014017921	0.018278145	0.00044968	0.00112054	12	12	12	6	28317691							
ENSG00000170185	USP38	-2.187566829	-0.01186278	0.02870117	0.095479897	0.125058725	3.61E-21	2.55E-20	16	16	16	4	144106070							
ENSG00000136235	GPNMB	-2.185545465	-0.030539905	0.028848876	0.013846419	0.029632433	7.43E-06	2.19E-05	12	13	13	7	23275586							
ENSG00000171766	GATM	2.185422501	0.016113741	0.028857883	0.052858765	0.10443782	9.43E-18	5.70E-17	13	15	15	15	45653322							
ENSG00000182013	PNMA8A	2.18524562	0.019810275	0.028870842	0.032886591	0.083742064	2.16E-14	1.09E-13	5	5	5	19	46969748							
ENSG00000101052	IFT52	2.184138165	0.018588508	0.028952097	0.048998846	0.059946214	1.33E-10	5.48E-10	53	54	54	20	42219571							
ENSG00000129472	RAB2B	2.183653721	0.058327621	0.028987703	0.004704631	0.01015917	0.009034806	0.019275677	2	2	2	14	21927179							
ENSG00000166896	ATP23	2.18001671	0.005530203	0.029256223	0.428762563	0.485261251	2.07E-98	1.80E-96	13	13	13	12	58335324							
ENSG00000160221	GATD3A	-2.178595909	-0.005340797	0.0293617	0.483661184	0.56662585	2.11E-123	3.69E-121	30	31	31	NA	NA							
ENSG00000135424	ITGA7	-2.177967998	-0.006925784	0.029408419	0.315722155	0.367878498	1.49E-68	5.24E-67	34	34	34	12	56078352							
ENSG00000175662	TOM1L2	-2.17708094	-0.030921484	0.029474529	0.015244097	0.016484954	0.000865408	0.002089088	13	13	13	17	17746825							
ENSG00000007545	CRAMP1	2.17649277	0.026674915	0.029518434	0.017603189	0.037228845	4.84E-07	1.56E-06	6	7	7	16	1662326							
ENSG00000234572	LINC01800	-2.175417734	-0.024174117	0.029598827	0.02187736	0.027245681	1.75E-05	5.00E-05	25	26	26	2	65073264							
ENSG00000156299	TIAM1	2.174290464	0.016164356	0.029683328	0.046320144	0.054920741	8.23E-10	3.23E-09	26	28	28	21	32490734							
ENSG00000121390	PSPC1	2.173406703	0.045559165	0.029749721	0.005420196	0.011174679	0.006166148	0.013419197	3	3	3	13	20248892							
ENSG00000267454	ZNF582-AS1	-2.172926629	-0.020418451	0.02978584	0.032694665	0.073132297	1.08E-12	4.96E-12	8	8	8	19	56905025							
ENSG00000174358	SLC6A19	2.170781082	0.046198404	0.029947725	0.008119145	0.011187774	0.006135958	0.013363127	4	4	4	5	1201710							
ENSG00000255142	AP006621.2	2.170662717	0.015697108	0.029956677	0.055327841	0.070193751	3.17E-12	1.42E-11	28	30	30	11	781645							
ENSG00000257621	PSMA3-AS1	2.170530578	0.021012806	0.029966675	0.030622905	0.055108277	7.69E-10	3.02E-09	10	10	10	14	58732083							
ENSG00000167004	PDIA3	2.168671123	0.025925489	0.030107661	0.022363183	0.032899537	2.30E-06	7.03E-06	24	26	26	15	44038590							
ENSG00000106404	CLDN15	2.16833567	0.01005181	0.030133156	0.161130031	0.198501432	5.51E-34	6.47E-33	38	39	39	7	100875373							
ENSG00000116030	SUMO1	2.167023284	0.019047767	0.030233079	0.035304932	0.035426976	9.26E-07	2.93E-06	28	28	28	2	203070903							
ENSG00000101190	TCFL5	-2.166943056	-0.013611921	0.030239196	0.078665897	0.118672672	4.20E-20	2.83E-19	31	31	31	20	61472467							
ENSG00000249825	AC012636.1	2.16684985	0.02645275	0.030246305	0.019868071	0.026628499	2.19E-05	6.18E-05	15	15	15	NA	NA							
ENSG00000213420	GPC2	2.166773444	0.015916292	0.030252133	0.05224141	0.043205261	5.65E-08	1.94E-07	33	34	34	7	99767229							
ENSG00000181754	AMIGO1	2.166565989	0.010598284	0.030267963	0.128276063	0.17582084	6.53E-30	6.53E-29	24	26	26	1	110046797							
ENSG00000151062	CACNA2D4	2.166006013	0.038262245	0.030310727	0.010227396	0.01548187	0.001249963	0.002969334	15	19	19	12	1901123							
ENSG00000157538	VPS26C	-2.165938247	-0.029098048	0.030315906	0.015821952	0.012703685	0.003485648	0.007838366	30	30	30	NA	NA							
ENSG00000130520	LSM4	2.165176686	0.030624935	0.030374157	0.015357095	0.038684715	2.87E-07	9.42E-07	11	13	13	19	18417040							
ENSG00000157653	C9orf43	-2.165163605	-0.051031656	0.030375158	0.00535621	0.017583426	0.000579293	0.001427136	9	10	10	9	116172334							
ENSG00000196152	ZNF79	2.164732782	0.011380864	0.030408155	0.105496337	0.179802707	1.28E-30	1.33E-29	6	6	6	9	130186653							
ENSG00000154813	DPH3	2.164239159	0.02657748	0.030445999	0.023839176	0.058038568	2.66E-10	1.07E-09	7	7	7	3	16299485							
ENSG00000084072	PPIE	2.162857211	0.005490428	0.030552164	0.448157862	0.529951941	1.32E-111	1.61E-109	26	26	26	1	40157854							
ENSG00000188076	SCGB1C1	2.162664199	0.05149486	0.030567017	0.005608483	0.112437219	4.54E-19	2.92E-18	9	11	11	11	193080							
ENSG00000226816	AC005082.1	2.161121194	0.008855639	0.030685979	0.194803282	0.230911276	5.27E-40	7.64E-39	26	28	28	7	23210760							
ENSG00000186010	NDUFA13	2.161117269	0.026392561	0.030686282	0.019939622	0.016147786	0.000979123	0.002347403	26	27	27	19	19626545							
ENSG00000205890	AC108134.1	2.159774357	0.012098085	0.030790142	0.091239848	0.169749522	7.71E-29	7.40E-28	4	4	4	16	3082482							
ENSG00000261061	AC092718.4	-2.159760004	-0.03537354	0.030791253	0.010349806	0.015608754	0.001193083	0.002838932	7	7	7	16	81064375							
ENSG00000115561	CHMP3	-2.159051295	-0.024601687	0.030846188	0.020103638	0.022473954	9.81E-05	0.000261894	18	18	18	2	86730554							
ENSG00000140749	IGSF6	-2.158245676	-0.028354857	0.030908736	0.015647948	0.018192409	0.000463947	0.001153744	28	31	31	16	21650858							
ENSG00000147804	SLC39A4	-2.15812669	-0.022338437	0.030917983	0.022973191	0.048107973	9.65E-09	3.50E-08	3	3	3	8	145635126							
ENSG00000135269	TES	-2.157944208	-0.010324142	0.03093217	0.125423336	0.126413289	2.14E-21	1.53E-20	68	73	73	7	115850547							
ENSG00000263327	TAPT1-AS1	2.155162125	0.013654614	0.03114915	0.070858029	0.106670675	4.05E-18	2.50E-17	26	26	26	4	16228308							
ENSG00000067221	STOML1	-2.15367725	-0.009320593	0.031265491	0.156474282	0.212577811	1.43E-36	1.86E-35	16	17	17	15	74271264							
ENSG00000166501	PRKCB	2.153102004	0.015258562	0.031310663	0.054484071	0.100713924	3.84E-17	2.24E-16	12	13	13	16	23847322							
ENSG00000175390	EIF3F	2.152741049	0.015915518	0.031339035	0.05607919	0.183387371	2.94E-31	3.11E-30	9	11	11	11	7991798							
ENSG00000082996	RNF13	2.152083422	0.014412649	0.031390785	0.061658286	0.097390171	1.34E-16	7.59E-16	13	13	13	3	149530495							
ENSG00000127903	ZNF835	-2.151645852	-0.025747893	0.031425258	0.019794744	0.030373625	5.69E-06	1.69E-05	28	28	28	19	57173349							
ENSG00000250131	AC078881.1	2.151219647	0.025790859	0.031458867	0.020859868	0.014278045	0.001946515	0.004524981	33	36	36	4	178366133							
ENSG00000127084	FGD3	2.151102706	0.00900621	0.031468094	0.190155988	0.248768686	1.99E-43	3.21E-42	36	37	37	9	95709733							
ENSG00000144909	OSBPL11	2.15100871	0.022641926	0.031475512	0.026386628	0.052339802	2.09E-09	7.98E-09	15	16	16	3	125247702							
ENSG00000185650	ZFP36L1	2.150835413	0.025803822	0.031489193	0.019690807	0.035630976	8.60E-07	2.73E-06	20	20	20	14	69254377							
ENSG00000229314	ORM1	-2.149707233	-0.009320427	0.03157838	0.1671268	0.196499175	1.28E-33	1.47E-32	53	58	58	9	117085336							
ENSG00000099849	RASSF7	-2.149453249	-0.028515665	0.031598488	0.01745727	0.031672423	3.57E-06	1.08E-05	18	20	20	11	560404							
ENSG00000178295	GEN1	2.148376998	0.036952078	0.031683819	0.010877455	0.013222256	0.00287565	0.006536111	17	18	18	2	17935125							
ENSG00000145476	CYP4V2	2.147643234	0.00727183	0.031742108	0.263472357	0.401458201	1.72E-76	7.61E-75	25	27	27	4	187112674							
ENSG00000267198	AC091132.4	-2.146310405	-0.008449868	0.031848222	0.184572283	0.325203396	4.74E-59	1.25E-57	41	43	43	17	43608943							
ENSG00000104833	TUBB4A	2.145958773	0.01578487	0.031876268	0.061767653	0.09935521	6.40E-17	3.69E-16	11	11	11	19	6494330							
ENSG00000189350	TOGARAM2	-2.143538937	-0.016266661	0.032069848	0.051436954	0.095586538	2.63E-16	1.47E-15	15	15	15	2	29179477							
ENSG00000105483	CARD8	2.143367942	0.017995621	0.032083565	0.039124285	0.072381449	1.42E-12	6.50E-12	20	20	20	19	48684027							
ENSG00000100336	APOL4	-2.142702456	-0.014881107	0.032136998	0.061103729	0.123697843	6.10E-21	4.28E-20	11	11	11	22	36585172							
ENSG00000172264	MACROD2	-2.142549385	-0.014590476	0.032149299	0.053877969	0.019158127	0.000326455	0.000827918	85	89	89	20	13976015							
ENSG00000248508	SRP14-AS1	-2.142435614	-0.014219225	0.032158445	0.073072083	0.110738404	8.67E-19	5.49E-18	21	23	23	15	40331512							
ENSG00000117899	MESD	-2.141991946	-0.031651961	0.03219413	0.013500422	0.021672808	0.000131115	0.000346081	17	17	17	15	81238630							
ENSG00000081014	AP4E1	-2.141678966	-0.025887184	0.032219324	0.019602521	0.096998466	1.55E-16	8.76E-16	8	10	10	15	51200869							
ENSG00000188785	ZNF548	-2.138903312	-0.02194255	0.0324435	0.025520861	0.064556144	2.49E-11	1.07E-10	6	6	6	19	57901218							
ENSG00000172578	KLHL6	2.138500435	0.039291296	0.032476149	0.008306686	0.020848063	0.000176767	0.000460907	10	11	11	3	183205319							
ENSG00000149346	SLX4IP	-2.137590135	-0.033326176	0.032550023	0.012240358	0.030472143	5.49E-06	1.63E-05	4	4	4	20	10415951							
ENSG00000261737	AL049597.2	-2.137397349	-0.027424905	0.032565687	0.020249237	0.022056927	0.000114097	0.000303075	20	23	23	1	87169185							
ENSG00000087303	NID2	-2.136038816	-0.034446025	0.03267625	0.014942809	0.015080427	0.001448604	0.003418952	29	30	30	14	52471521							
ENSG00000220205	VAMP2	-2.135422044	-0.029988221	0.032726552	0.014417708	0.030605864	5.24E-06	1.56E-05	15	15	15	17	8062467							
ENSG00000179526	SHARPIN	2.134814024	0.040386602	0.032776204	0.008504931	0.010955475	0.006694577	0.014513944	12	12	12	8	145153536							
ENSG00000233006	MIR3936HG	2.134673485	0.022154636	0.03278769	0.026621125	0.04933455	6.20E-09	2.28E-08	12	12	12	5	131646978							
ENSG00000164597	COG5	-2.13329961	-0.006861144	0.032900156	0.287803812	0.359098645	1.51E-66	5.05E-65	25	25	25	7	106842000							
ENSG00000116273	PHF13	-2.133152628	-0.012694784	0.032912208	0.082474915	0.141276956	6.57E-24	5.23E-23	8	8	8	1	6673745							
